Conforming Fixed 15 (CF15)
3.000	2.082	2.238	2.395	2.551		2.926	
3.125	1.616	1.773	1.929	2.085		2.460	
3.250	1.193	1.349	1.505	1.662		2.037	
3.375	0.775	0.932	1.088	1.244		1.619	
3.500	0.339	0.496	0.652	0.808		1.183	
3.625	-0.089	0.068	0.224	0.380		0.755	
3.750	-0.521	-0.364	-0.208	-0.052		0.323	
3.875	-0.955	-0.799	-0.643	-0.487		-0.112	
3.990	-1.338	-1.182	-1.026	-0.869		-0.494	
4.125	-1.702	-1.546	-1.390	-1.234		-0.859	
4.250	-2.076	-1.920	-1.764	-1.607		-1.232	
4.375	-2.456	-2.300	-2.144	-1.988		-1.613	
4.500	-2.840	-2.684	-2.528	-2.372		-1.997	
4.625	-3.227	-3.070	-2.914	-2.758		-2.383	
4.750	-3.451	-3.294	-3.138	-2.982		-2.607	
Conforming 7/1 LIBOR ARM (CL7)
	15	30	45	60	75	90	
2.750	1.386	1.542	1.698	1.855		2.230	
2.875	0.973	1.129	1.285	1.441		1.816	
2.990	0.559	0.715	0.871	1.028		1.403	
3.125	0.148	0.305	0.461	0.617		0.992	
3.250	-0.245	-0.089	0.067	0.223		0.598	
3.375	-0.640	-0.483	-0.327	-0.171		0.204	
3.500	-1.054	-0.898	-0.742	-0.585		-0.210	
3.625	-1.469	-1.313	-1.156	-1.000		-0.625	
3.750	-1.752	-1.596	-1.440	-1.284		-0.909	
3.875	-2.036	-1.880	-1.723	-1.567		-1.192	
3.990	-2.349	-2.193	-2.037	-1.881		-1.506	
4.125	-2.648	-2.492	-2.335	-2.179		-1.804	
4.250	-2.794	-2.638	-2.482	-2.326		-1.951	
4.375	-2.939	-2.783	-2.627	-2.471		-2.096	
4.500	-3.163	-3.006	-2.850	-2.694		-2.319	
Conforming 5/1 LIBOR ARM (CL5)
	15	30	45	60	75	90	
2.500	1.388	1.544	1.700	1.857		2.232	
2.625	1.052	1.208	1.364	1.520		1.895	
2.750	0.651	0.808	0.964	1.120		1.495	
2.875	0.254	0.410	0.567	0.723		1.098	
2.990	-0.064	0.092	0.249	0.405		0.780	
3.125	-0.381	-0.225	-0.068	0.088		0.463	
3.250	-0.731	-0.575	-0.419	-0.263		0.112	
3.375	-1.084	-0.928	-0.771	-0.615		-0.240	
3.500	-1.418	-1.261	-1.105	-0.949		-0.574	
3.625	-1.742	-1.586	-1.430	-1.274		-0.899	
3.750	-1.924	-1.768	-1.611	-1.455		-1.080	
3.875	-2.108	-1.952	-1.796	-1.639		-1.264	
4.000	-2.319	-2.163	-2.007	-1.851		-1.476	
4.125	-2.521	-2.365	-2.208	-2.052		-1.677	
Conforming 3/1 LIBOR ARM (CL3)
	15	30	45	60	75	90	
2.375	3.267	3.424	3.580	3.736		4.111	
2.500	3.033	3.189	3.345	3.502		3.877	
2.625	2.798	2.955	3.111	3.267		3.642	
2.750	2.473	2.630	2.786	2.942		3.317	
2.875	2.152	2.308	2.465	2.621		2.996	
2.990	1.934	2.090	2.246	2.403		2.778	
3.125	1.716	1.872	2.029	2.185		2.560	
3.250	1.502	1.659	1.815	1.971		2.346	
3.375	1.289	1.445	1.601	1.758		2.133	
3.500	1.019	1.175	1.332	1.488		1.863	
3.625	0.750	0.906	1.062	1.219		1.594	
3.750	0.539	0.695	0.852	1.008		1.383	
3.875	0.329	0.485	0.641	0.797		1.172	
4.000	0.292	0.448	0.604	0.761		1.136	
FHA Fixed 15 (FF15)
	15	30	45	60	75	90	
2.750	-0.383	-0.321	-0.254	-0.191		0.184	
2.875	-0.785	-0.722	-0.655	-0.593		-0.218	
2.990	-1.153	-1.091	-1.024	-0.962		-0.587	
3.000	-1.185	-1.123	-1.056	-0.994		-0.619	
3.125	-1.585	-1.523	-1.456	-1.394		-1.019	
3.250	-2.120	-2.057	-1.991	-1.928		-1.553	
3.375	-2.507	-2.445	-2.378	-2.316		-1.941	
3.500	-2.885	-2.823	-2.756	-2.693		-2.318	
3.625	-3.253	-3.191	-3.124	-3.062		-2.687	
3.750	-3.483	-3.428	-3.370	-3.315		-2.940	
3.875	-3.855	-3.800	-3.742	-3.687		-3.312	
3.990	-4.167	-4.112	-4.054	-3.999		-3.624	
4.000	-4.194	-4.139	-4.080	-4.026		-3.651	
4.125	-4.508	-4.454	-4.395	-4.341		-3.966	
4.250	-2.546	-2.515	-2.481	-2.450		-2.075	
4.375	-2.849	-2.818	-2.784	-2.753		-2.378	
4.500	-3.138	-3.106	-3.073	-3.042		-2.667	
FHA Fixed 30 (FF30)
	15	30	45	60	75	90	
3.250	-0.704	-0.639	-0.568	-0.507		-0.132	
3.375	-1.144	-1.078	-1.008	-0.947		-0.572	
3.500	-1.572	-1.506	-1.436	-1.375		-1.000	
3.625	-2.032	-1.966	-1.896	-1.835		-1.460	
3.750	-3.062	-2.967	-2.865	-2.777		-2.402	
3.875	-3.449	-3.354	-3.252	-3.164		-2.789	
3.990	-3.788	-3.693	-3.592	-3.504		-3.129	
4.000	-3.821	-3.726	-3.625	-3.537		-3.162	
4.125	-4.224	-4.129	-4.028	-3.940		-3.565	
4.250	-4.392	-4.334	-4.272	-4.217		-3.842	
4.300	-4.500	-4.441	-4.379	-4.325		-3.950	
4.375	-4.728	-4.670	-4.607	-4.553		-4.178	
4.450	-4.889	-4.831	-4.769	-4.714		-4.339	
4.500	-5.024	-4.966	-4.903	-4.849		-4.474	
4.550	-5.153	-5.094	-5.032	-4.978		-4.603	
4.625	-5.336	-5.277	-5.215	-5.161		-4.786	
4.750	-5.390	-5.309	-5.223	-5.149		-4.774	
4.875	-5.635	-5.555	-5.469	-5.395		-5.020	
4.990	-5.830	-5.749	-5.664	-5.589		-5.214	
5.000	-6.693	-6.613	-6.527	-6.453		-6.078	
5.125	-6.099	-6.019	-5.933	-5.858		-5.483	
5.250	-6.314	-6.263	-6.208	-6.161		-5.786	
5.375	-6.571	-6.520	-6.466	-6.418		-6.043	
5.500	-6.817	-6.766	-6.711	-6.664		-6.289	
FHA 5/1 CMT ARM (FT5)
	15	30	45	60	75	90	
2.250	2.146	2.302	2.458	2.614		2.989	
2.375	1.597	1.753	1.909	2.066		2.441	
2.500	1.049	1.205	1.362	1.518		1.893	
2.625	0.505	0.661	0.817	0.973		1.348	
2.750	0.010	0.166	0.322	0.478		0.853	
2.875	-0.327	-0.171	-0.015	0.141		0.516	
3.000	-0.664	-0.508	-0.351	-0.195		0.180	
3.125	-1.000	-0.844	-0.687	-0.531		-0.156	
3.250	-1.323	-1.167	-1.010	-0.854		-0.479	
3.375	-1.346	-1.189	-1.033	-0.877		-0.502	
3.500	-1.368	-1.211	-1.055	-0.899		-0.524	
3.625	-1.387	-1.231	-1.075	-0.918		-0.543	
3.750	-1.394	-1.238	-1.081	-0.925		-0.550	
3.875	-1.694	-1.538	-1.382	-1.225		-0.850	
4.000	-1.991	-1.835	-1.679	-1.523		-1.148	
4.125	-2.283	-2.127	-1.971	-1.814		-1.439	
4.250	-2.561	-2.405	-2.248	-2.092		-1.717	
USDA Rural Housing Fixed 30 (USDAF30)
	15	30	45	60	75	90	
3.250	0.101	0.166	0.237	0.298		0.673	
3.375	-0.339	-0.273	-0.203	-0.142		0.233	
3.500	-0.767	-0.701	-0.631	-0.570		-0.195	
3.625	-1.227	-1.161	-1.091	-1.030		-0.655	
3.750	-2.257	-2.162	-2.060	-1.972		-1.597	
3.875	-2.644	-2.549	-2.447	-2.359		-1.984	
3.990	-2.983	-2.888	-2.787	-2.699		-2.324	
4.000	-3.016	-2.921	-2.820	-2.732		-2.357	
4.125	-3.419	-3.324	-3.223	-3.135		-2.760	
4.250	-3.587	-3.529	-3.467	-3.412		-3.037	
4.300	-3.695	-3.636	-3.574	-3.520		-3.145	
4.375	-3.923	-3.865	-3.802	-3.748		-3.373	
4.450	-4.084	-4.026	-3.964	-3.909		-3.534	
4.500	-4.219	-4.161	-4.098	-4.044		-3.669	
4.550	-4.348	-4.289	-4.227	-4.173		-3.798	
4.625	-4.531	-4.472	-4.410	-4.356		-3.981	
4.750	-4.585	-4.504	-4.418	-4.344		-3.969	
4.875	-4.830	-4.750	-4.664	-4.590		-4.215	
4.990	-5.025	-4.944	-4.859	-4.784		-4.409	
5.000	-5.888	-5.808	-5.722	-5.648		-5.273	
5.125	-5.294	-5.214	-5.128	-5.053		-4.678	
5.250	-5.509	-5.458	-5.403	-5.356		-4.981	
5.375	-5.766	-5.715	-5.661	-5.613		-5.238	
5.500	-6.012	-5.961	-5.906	-5.859		-5.484	
VA Fixed 15 (VF15)
	15	30	45	60	75	90	
2.750	-0.333	-0.271	-0.204	-0.141		0.234	
2.875	-0.735	-0.672	-0.605	-0.543		-0.168	
2.990	-1.103	-1.041	-0.974	-0.912		-0.537	
3.000	-1.135	-1.073	-1.006	-0.944		-0.569	
3.125	-1.535	-1.473	-1.406	-1.344		-0.969	
3.250	-2.070	-2.007	-1.941	-1.878		-1.503	
3.375	-2.457	-2.395	-2.328	-2.266		-1.891	
3.500	-2.835	-2.773	-2.706	-2.643		-2.268	
3.625	-3.203	-3.141	-3.074	-3.012		-2.637	
3.750	-3.433	-3.378	-3.320	-3.265		-2.890	
3.875	-3.805	-3.750	-3.692	-3.637		-3.262	
3.990	-4.117	-4.062	-4.004	-3.949		-3.574	
4.000	-4.144	-4.089	-4.030	-3.976		-3.601	
4.125	-4.458	-4.404	-4.345	-4.291		-3.916	
4.250	-2.496	-2.465	-2.431	-2.400		-2.025	
4.375	-2.799	-2.768	-2.734	-2.703		-2.328	
4.500	-3.088	-3.056	-3.023	-2.992		-2.617	
VA Fixed 30 (VF30)
	15	30	45	60	75	90	
3.250	-0.684	-0.619	-0.548	-0.487		-0.112	
3.375	-1.124	-1.058	-0.988	-0.927		-0.552	
3.500	-1.552	-1.486	-1.416	-1.355		-0.980	
3.625	-2.012	-1.946	-1.876	-1.815		-1.440	
3.750	-3.042	-2.947	-2.845	-2.757		-2.382	
3.875	-3.429	-3.334	-3.232	-3.144		-2.769	
3.990	-3.768	-3.673	-3.572	-3.484		-3.109	
4.000	-3.801	-3.706	-3.605	-3.517		-3.142	
4.125	-4.204	-4.109	-4.008	-3.920		-3.545	
4.250	-4.372	-4.314	-4.252	-4.197		-3.822	
4.300	-4.480	-4.421	-4.359	-4.305		-3.930	
4.375	-4.708	-4.650	-4.587	-4.533		-4.158	
4.450	-4.869	-4.811	-4.749	-4.694		-4.319	
4.500	-5.004	-4.946	-4.883	-4.829		-4.454	
4.550	-5.133	-5.074	-5.012	-4.958		-4.583	
4.625	-5.316	-5.257	-5.195	-5.141		-4.766	
4.750	-5.370	-5.289	-5.203	-5.129		-4.754	
4.875	-5.615	-5.535	-5.449	-5.375		-5.000	
4.990	-5.810	-5.729	-5.644	-5.569		-5.194	
5.000	-6.673	-6.593	-6.507	-6.433		-6.058	
5.125	-6.079	-5.999	-5.913	-5.838		-5.463	
5.250	-6.294	-6.243	-6.188	-6.141		-5.766	
5.375	-6.551	-6.500	-6.446	-6.398		-6.023	
5.500	-6.797	-6.746	-6.691	-6.644		-6.269	
Conforming High Balance 10/1 LIBOR ARM (CHBL10)
	15	30	45	60	75	90	
2.875	3.038	3.194	3.351	3.507		3.882	
3.000	2.572	2.728	2.885	3.041		3.416	
3.125	2.106	2.263	2.419	2.575		2.950	
3.250	1.683	1.839	1.995	2.152		2.527	
3.375	1.265	1.422	1.578	1.734		2.109	
3.500	0.829	0.986	1.142	1.298		1.673	
3.625	0.401	0.558	0.714	0.870		1.245	
3.750	-0.031	0.126	0.282	0.438		0.813	
3.875	-0.465	-0.309	-0.153	0.003		0.378	
3.990	-0.848	-0.692	-0.536	-0.379		-0.004	
4.125	-1.212	-1.056	-0.900	-0.744		-0.369	
4.250	-1.586	-1.430	-1.274	-1.117		-0.742	
4.375	-1.966	-1.810	-1.654	-1.498		-1.123	
4.500	-2.350	-2.194	-2.038	-1.882		-1.507	
4.625	-2.737	-2.580	-2.424	-2.268		-1.893	
4.750	-2.961	-2.804	-2.648	-2.492		-2.117	
Conforming High Balance Fixed 30 (CHBF30)
	15	30	45	60	75	90	
3.250	4.347	4.425	4.509	4.587		4.962	
3.375	3.413	3.491	3.574	3.652		4.027	
3.450	2.916	2.994	3.078	3.156		3.531	
3.500	2.511	2.589	2.672	2.750		3.125	
3.550	2.200	2.278	2.361	2.439		2.814	
3.625	1.703	1.777	1.852	1.923		2.298	
3.700	1.194	1.265	1.340	1.410		1.785	
3.750	0.926	0.996	1.071	1.142		1.517	
3.800	0.654	0.724	0.799	0.870		1.245	
3.875	0.299	0.369	0.444	0.515		0.890	
3.950	-0.075	-0.005	0.070	0.140		0.515	
3.990	-0.242	-0.172	-0.097	-0.026		0.349	
4.000	-0.198	-0.127	-0.052	0.018		0.393	
4.050	-0.436	-0.358	-0.274	-0.196		0.179	
4.125	-0.860	-0.766	-0.668	-0.590		-0.215	
4.200	-1.293	-1.199	-1.099	-1.005		-0.630	
4.250	-1.509	-1.415	-1.315	-1.221		-0.846	
4.300	-1.729	-1.636	-1.536	-1.442		-1.067	
4.375	-2.009	-1.915	-1.815	-1.721		-1.346	
4.450	-2.305	-2.211	-2.111	-2.017		-1.642	
4.500	-2.407	-2.314	-2.214	-2.120		-1.745	
4.550	-2.180	-2.101	-2.018	-1.940		-1.565	
4.625	-2.574	-2.480	-2.380	-2.294		-1.919	
4.700	-2.956	-2.862	-2.762	-2.668		-2.293	
4.750	-3.125	-3.031	-2.931	-2.837		-2.462	
4.800	-3.298	-3.204	-3.104	-3.010		-2.635	
4.875	-3.517	-3.423	-3.323	-3.229		-2.854	
4.950	-3.755	-3.662	-3.562	-3.468		-3.093	
4.990	-3.865	-3.772	-3.672	-3.578		-3.203	
5.000	-3.838	-3.744	-3.644	-3.551		-3.176	
5.050	-3.102	-3.047	-2.989	-2.934		-2.559	
5.125	-3.469	-3.415	-3.356	-3.302		-2.927	
5.200	-3.858	-3.811	-3.761	-3.714		-3.339	
5.250	-3.987	-3.940	-3.890	-3.843		-3.468	
5.300	-4.120	-4.073	-4.023	-3.976		-3.601	
5.375	-4.291	-4.244	-4.194	-4.147		-3.772	
5.500	-4.575	-4.520	-4.462	-4.407		-4.032	
Conforming High Balance Fixed 15 (CHBF15)
	15	30	45	60	75	90	
2.750	1.845	1.907	1.974	2.036		2.411	
2.875	1.361	1.423	1.490	1.552		1.927	
2.990	0.924	0.986	1.053	1.115		1.490	
3.000	0.879	0.942	1.008	1.071		1.446	
3.125	0.353	0.407	0.462	0.520		0.895	
3.250	-0.507	-0.445	-0.378	-0.316		0.059	
3.375	-0.953	-0.891	-0.824	-0.761		-0.386	
3.500	-1.384	-1.321	-1.259	-1.192		-0.817	
3.625	-1.872	-1.809	-1.747	-1.680		-1.305	
3.750	-2.291	-2.228	-2.166	-2.099		-1.724	
3.875	-2.657	-2.595	-2.532	-2.466		-2.091	
3.990	-2.983	-2.920	-2.858	-2.791		-2.416	
4.000	-2.978	-2.915	-2.853	-2.786		-2.411	
4.125	-3.218	-3.132	-3.046	-2.954		-2.579	
4.250	-3.563	-3.477	-3.391	-3.300		-2.925	
4.375	-3.880	-3.794	-3.708	-3.617		-3.242	
4.500	-4.187	-4.101	-4.015	-3.923		-3.548	
Conforming High Balance 7/1 LIBOR ARM (CHBL7)
	15	30	45	60	75	90	
2.750	2.226	2.382	2.538	2.695		3.070	
2.875	1.813	1.969	2.125	2.281		2.656	
2.990	1.399	1.555	1.711	1.868		2.243	
3.125	0.988	1.145	1.301	1.457		1.832	
3.250	0.595	0.751	0.907	1.063		1.438	
3.375	0.200	0.357	0.513	0.669		1.044	
3.500	-0.214	-0.058	0.098	0.255		0.630	
3.625	-0.629	-0.473	-0.316	-0.160		0.215	
3.750	-0.912	-0.756	-0.600	-0.444		-0.069	
3.875	-1.196	-1.040	-0.883	-0.727		-0.352	
3.990	-1.509	-1.353	-1.197	-1.041		-0.666	
4.125	-1.808	-1.652	-1.495	-1.339		-0.964	
4.250	-1.954	-1.798	-1.642	-1.486		-1.111	
4.375	-2.099	-1.943	-1.787	-1.631		-1.256	
4.500	-2.323	-2.166	-2.010	-1.854		-1.479	
Conforming High Balance 5/1 LIBOR ARM (CHBL5)
	15	30	45	60	75	90	
2.500	2.188	2.344	2.500	2.657		3.032	
2.625	1.852	2.008	2.164	2.320		2.695	
2.750	1.451	1.608	1.764	1.920		2.295	
2.875	1.054	1.210	1.367	1.523		1.898	
2.990	0.736	0.892	1.049	1.205		1.580	
3.125	0.419	0.575	0.732	0.888		1.263	
3.250	0.069	0.225	0.381	0.537		0.912	
3.375	-0.284	-0.128	0.029	0.185		0.560	
3.500	-0.618	-0.461	-0.305	-0.149		0.226	
3.625	-0.942	-0.786	-0.630	-0.474		-0.099	
3.750	-1.124	-0.968	-0.811	-0.655		-0.280	
3.875	-1.308	-1.152	-0.996	-0.839		-0.464	
4.000	-1.519	-1.363	-1.207	-1.051		-0.676	
4.125	-1.721	-1.565	-1.408	-1.252		-0.877	
FHA High Balance Fixed 30 (FHBF30)
	15	30	45	60	75	90	
3.250	0.170	0.236	0.306	0.367		0.742	
3.375	-0.307	-0.242	-0.171	-0.110		0.265	
3.500	-0.769	-0.704	-0.633	-0.572		-0.197	
3.625	-1.258	-1.192	-1.122	-1.061		-0.686	
3.750	-2.017	-1.923	-1.821	-1.733		-1.358	
3.875	-2.438	-2.343	-2.242	-2.154		-1.779	
3.990	-2.803	-2.708	-2.606	-2.518		-2.143	
4.000	-2.841	-2.746	-2.645	-2.557		-2.182	
4.125	-3.270	-3.175	-3.073	-2.985		-2.610	
4.250	-2.973	-2.915	-2.852	-2.798		-2.423	
4.300	-3.078	-3.020	-2.957	-2.903		-2.528	
4.375	-3.342	-3.283	-3.221	-3.167		-2.792	
4.450	-3.497	-3.439	-3.376	-3.322		-2.947	
4.500	-3.665	-3.607	-3.544	-3.490		-3.115	
4.550	-3.758	-3.700	-3.637	-3.583		-3.208	
4.625	-3.999	-3.940	-3.878	-3.824		-3.449	
4.750	-2.901	-2.820	-2.734	-2.660		-2.285	
4.875	-3.177	-3.097	-3.011	-2.937		-2.562	
4.990	-3.392	-3.312	-3.226	-3.152		-2.777	
5.000	-3.419	-3.339	-3.253	-3.179		-2.804	
5.125	-3.694	-3.614	-3.528	-3.454		-3.079	
5.250	-3.571	-3.520	-3.465	-3.418		-3.043	
5.375	-3.866	-3.815	-3.760	-3.713		-3.338	
5.500	-4.147	-4.096	-4.042	-3.994		-3.619	
FHA High Balance 5/1 CMT ARM (FHBT5)
	15	30	45	60	75	90	
2.250	2.036	2.192	2.348	2.504		2.879	
2.375	1.487	1.643	1.799	1.956		2.331	
2.500	0.939	1.095	1.252	1.408		1.783	
2.625	0.395	0.551	0.707	0.863		1.238	
2.750	-0.100	0.056	0.212	0.368		0.743	
2.875	-0.437	-0.281	-0.125	0.031		0.406	
3.000	-0.774	-0.618	-0.461	-0.305		0.070	
3.125	-1.110	-0.954	-0.797	-0.641		-0.266	
3.250	-1.433	-1.277	-1.120	-0.964		-0.589	
3.375	-1.456	-1.299	-1.143	-0.987		-0.612	
3.500	-1.478	-1.321	-1.165	-1.009		-0.634	
3.625	-1.497	-1.341	-1.185	-1.028		-0.653	
3.750	-1.504	-1.348	-1.191	-1.035		-0.660	
3.875	-1.804	-1.648	-1.492	-1.335		-0.960	
4.000	-2.101	-1.945	-1.789	-1.633		-1.258	
4.125	-2.393	-2.237	-2.081	-1.924		-1.549	
4.250	-2.671	-2.515	-2.358	-2.202		-1.827	
VA High Balance Fixed 30 (VHBF30)
	15	30	45	60	75	90	
3.250	0.607	0.673	0.743	0.804		1.179	
3.375	0.130	0.196	0.266	0.327		0.702	
3.500	-0.332	-0.266	-0.196	-0.135		0.240	
3.625	-0.820	-0.755	-0.684	-0.624		-0.249	
3.750	-1.562	-1.468	-1.366	-1.278		-0.903	
3.875	-1.983	-1.888	-1.787	-1.699		-1.324	
3.990	-2.348	-2.253	-2.151	-2.063		-1.688	
4.000	-2.386	-2.291	-2.190	-2.102		-1.727	
4.125	-2.815	-2.720	-2.618	-2.530		-2.155	
4.250	-2.479	-2.420	-2.358	-2.304		-1.929	
4.300	-2.584	-2.525	-2.463	-2.409		-2.034	
4.375	-2.847	-2.789	-2.726	-2.672		-2.297	
4.450	-3.002	-2.944	-2.882	-2.827		-2.452	
4.500	-3.171	-3.112	-3.050	-2.996		-2.621	
4.550	-3.264	-3.205	-3.143	-3.089		-2.714	
4.625	-3.504	-3.446	-3.384	-3.329		-2.954	
4.750	-2.292	-2.212	-2.126	-2.052		-1.677	
4.875	-2.569	-2.489	-2.403	-2.329		-1.954	
4.990	-2.784	-2.704	-2.618	-2.544		-2.169	
5.000	-2.811	-2.731	-2.645	-2.571		-2.196	
5.125	-3.086	-3.006	-2.920	-2.845		-2.470	
5.250	-2.936	-2.885	-2.831	-2.783		-2.408	
5.375	-3.231	-3.180	-3.126	-3.078		-2.703	
5.500	-3.513	-3.462	-3.407	-3.360		-2.985	
VA High Balance Fixed 15 (VHBF15)
	15	30	45	60	75	90	
2.750	2.402	2.464	2.531	2.594		2.969	
2.875	2.000	2.063	2.130	2.192		2.567	
2.990	1.632	1.694	1.761	1.823		2.198	
3.000	1.600	1.662	1.729	1.791		2.166	
3.125	1.200	1.262	1.329	1.391		1.766	
3.250	0.665	0.728	0.794	0.857		1.232	
3.375	0.278	0.340	0.407	0.469		0.844	
3.500	-0.100	-0.038	0.029	0.092		0.467	
3.625	-0.468	-0.406	-0.339	-0.277		0.098	
3.750	-0.448	-0.393	-0.335	-0.280		0.095	
3.875	-0.820	-0.765	-0.707	-0.652		-0.277	
3.990	-1.132	-1.077	-1.019	-0.964		-0.589	
4.000	-1.159	-1.104	-1.045	-0.991		-0.616	
4.125	-1.473	-1.419	-1.360	-1.306		-0.931	
4.250	0.739	0.770	0.804	0.835		1.210	
4.375	0.436	0.467	0.501	0.532		0.907	
4.500	0.147	0.179	0.212	0.243		0.618	
FHA High Balance Fixed 15 (FHBF15)
	15	30	45	60	75	90	
2.750	2.352	2.414	2.481	2.544		2.919	
2.875	1.950	2.013	2.080	2.142		2.517	
2.990	1.582	1.644	1.711	1.773		2.148	
3.000	1.550	1.612	1.679	1.741		2.116	
